Date,Rank,Alpha,ISIN,Instrument,Primary,ICB Sub-Sector,Status,Free Float Pass,Liquidity Pass,Gross Market Capitalisation,ALSI Universe,Cumulative Market Capitalisation,ALSI Current,ALSI Change,ALSI New,Index Current,Index Change,Index New,TOPI Current,TOPI Change,TOPI New,DTOP Current,DTOP Change,DTOP New,RESI Current,RESI Change,RESI New,FINI Current,FINI Change,FINI New,INDI Current,INDI Change,INDI New,PCAP Current,PCAP Change,PCAP New,SAPY Current,SAPY Change,SAPY New,ALTI Universe,ALTI Current,ALTI Change,ALTI New,Board,Notes
2017-09-18 00:00:00.000,22,ACE,ZAE000115986,Accentuate Limited,NULL,2353,,TRUE,FALSE,101877055.32,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,ALTI,NULL,ALTI,ALTI,NULL
2017-09-18 00:00:00.000,6,ACG,ZAE000193389,Anchor Group Limited,NULL,8771,,TRUE,TRUE,889880860.6,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,ALTI,NULL,ALTI,ALTI,NULL
2017-09-18 00:00:00.000,132,ACL,ZAE000134961,ArcelorMittal SA Limited,NULL,1757,,TRUE,TRUE,5667537928.5,TRUE,0.9813254598647083,ALSI,NULL,ALSI,MIDC,MIDC DEL; SMLC ADD,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,ACS,ZAE000198289,Acsion Limited,NULL,8633,,TRUE,FALSE,3001695817.6,FALSE,0,FLED,NULL,FLED,"    ",NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,157,ACT,ZAE000078416,AfroCentric Inv Corp Ltd,NULL,4533,,TRUE,TRUE,3331807741.28,TRUE,0.9907307077833822,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,107,ADH,ZAE000031035,ADvTECH Ltd,NULL,5377,,TRUE,TRUE,9145391304,TRUE,0.9656687763458607,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,194,ADI,ZAE000113163,Adaptit Holdings Limited,NULL,9533,,TRUE,TRUE,1382372199,TRUE,0.9981597961795853,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,191,ADR,ZAE000000139,Adcorp Holdings Limited,NULL,2793,,TRUE,TRUE,1538265903.25,TRUE,0.9977858546360195,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,28,ADW,ZAE000223194,African Dawn Capital Ltd,NULL,8773,,TRUE,TRUE,7673769.95,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,ALTI,NULL,ALTI,ALTI,NULL
2017-09-18 00:00:00.000,NULL,AEE,ZAE000195731,African Equity Emp Inv Ltd,NULL,8775,,TRUE,FALSE,1645987103.9,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,192,AEG,ZAE000111829,Aveng Group Limited,NULL,2357,,TRUE,TRUE,1520848898.15,TRUE,0.9979179806978455,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,137,AEL,ZAE000191342,Allied Electronics Corp A,NULL,2733,,TRUE,TRUE,5341520890.64,TRUE,0.9836996439458826,FLED,FLED DEL; ALSI ADD,ALSI,"    ",SMLC ADD,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,AET,ZAE000170395,Alert Steel Holdings Ltd,NULL,5375,,TRUE,FALSE,37999861.68,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,Suspended
2017-09-18 00:00:00.000,NULL,AEY,ZAE000241741,AEP Energy Africa Ltd,,8995,SPAC,TRUE,FALSE,0,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,SPAC
2017-09-18 00:00:00.000,89,AFE,ZAE000000220,AECI Limited,NULL,1357,,TRUE,TRUE,12855404838.16,TRUE,0.9481613396147663,ALSI,NULL,ALSI,MIDC,NULL,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,111,AFH,ZAE000191516,Alexander Forbes Grp Hldgs,NULL,8771,,TRUE,TRUE,8920489303.95,TRUE,0.9687975791133683,ALSI,NULL,ALSI,MIDC,NULL,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,151,AFT,ZAE000086302,Afrimat Limited,NULL,2353,,TRUE,TRUE,3939716330,TRUE,0.9888986491853636,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,118,AFX,ZAE000067120,African Oxygen Limited,NULL,1357,,TRUE,TRUE,7196482580.9,TRUE,0.9735691821622093,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,7,AGL,GB00B1XZS820,Anglo American plc,NULL,1775,,TRUE,TRUE,309090487372.8,TRUE,0.474268094835813,ALSI,NULL,ALSI,LRGC,NULL,LRGC,TOPI,,TOPI,DTOP,,DTOP,RESI,,RESI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,AHL,ZAE000129177,AH-Vest Limited,NULL,3577,,FALSE,FALSE,32631466.56,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,Free Float < 5%
2017-09-18 00:00:00.000,99,AIP,ZAE000123436,Adcock Ingram Hldgs Ltd,NULL,4577,,TRUE,TRUE,11186363255.2,TRUE,0.9585855724163493,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,16,ALH,ZAE000201554,Alaris Holdings Ltd,NULL,9578,,TRUE,TRUE,216908514,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,ALTI,NULL,ALTI,ALTI,NULL
2017-09-18 00:00:00.000,NULL,ALP,MU0422N00009,Atlantic Leaf Prop Ltd,NULL,8633,Foreign,TRUE,FALSE,2354074948.5,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,AME,ZAE000055802,African Media Ent Ltd,NULL,5553,,TRUE,FALSE,490514421.6,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,27,AMS,ZAE000013181,Anglo American Plat Ltd,NULL,1779,,TRUE,TRUE,93218240714.76,TRUE,0.746971629259369,ALSI,NULL,ALSI,LRGC,NULL,LRGC,"    ",,"    ","    ",,"    ","    ",RES,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,ANA,ZAE000163580,Adrenna Property Grp Ltd,NULL,8633,,TRUE,FALSE,41376954.96,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,AND,ZAE000172870,Andulela Inv Hldgs Ltd,NULL,8985,,FALSE,FALSE,78880351.5,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Net MCAP < Index Median
2017-09-18 00:00:00.000,42,ANG,ZAE000043485,Anglogold Ashanti Ltd,NULL,1777,,TRUE,TRUE,53659580804.34,TRUE,0.8341659327911546,ALSI,NULL,ALSI,LRGC,NULL,LRGC,TOPI,,TOPI,DTOP,,DTOP,RESI,,RESI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,ANH,BE0974293251,Anheuser-Busch InBev SA NV,NULL,3533,Foreign,FALSE,TRUE,2604849867947.28,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Fails 1% + 1 share
2017-09-18 00:00:00.000,10,ANS,ZAE000097028,Ansys Limited,NULL,2737,,TRUE,TRUE,493311003.47,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,ALTI,NULL,ALTI,ALTI,NULL
2017-09-18 00:00:00.000,NULL,AON,ZAE000009718,African & Over Ent Ltd -N,NULL,5371,Pyramid,TRUE,FALSE,101982656.46,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Pyramid
2017-09-18 00:00:00.000,NULL,AOO,ZAE000000485,African & Over Ent Ltd,AON,5371,Pyramid,FALSE,FALSE,20000000,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Pyramid; Net MCAP < Index Median
2017-09-18 00:00:00.000,134,APF,ZAE000185815,Accelerate Prop Fund Ltd,NULL,8672,,TRUE,TRUE,5573005788.9,TRUE,0.9822958975019714,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,"    ",,"    ",SAPY,,SAPY,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,18,APN,ZAE000066692,Aspen Pharmacare Hldgs Ltd,NULL,4577,,TRUE,TRUE,125008468467.8,TRUE,0.6658987551485681,ALSI,NULL,ALSI,LRGC,NULL,LRGC,TOPI,,TOPI,DTOP,,DTOP,NULL,NULL,NULL,NULL,NULL,NULL,INDI,,INDI,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,ARA,MU0499N00007,Astoria Investments Ltd,NULL,8995,Foreign,TRUE,TRUE,1477335847.6,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,Sector 8995 not eligible
2017-09-18 00:00:00.000,NULL,ARH,ZAE000109435,ARB Holdings Limited,NULL,2733,,TRUE,FALSE,1386500000,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,76,ARI,ZAE000054045,African Rainbow Min Ltd,NULL,1775,,TRUE,TRUE,21367106556.1,TRUE,0.9321142161990521,ALSI,NULL,ALSI,MIDC,NULL,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,123,ARL,ZAE000029757,Astral Foods Ltd,NULL,3573,,TRUE,TRUE,6531252462.5,TRUE,0.9765046920044124,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,219,ART,ZAE000019188,Argent Industrial Ltd,NULL,2727,,TRUE,TRUE,448026560,TRUE,0.9998073896932955,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,115,ASC,ZAE000185005,Ascendis Health Ltd,NULL,4577,,TRUE,TRUE,8064877938,TRUE,0.9716092376010984,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,55,ASR,ZAE000146932,Assore Ltd,NULL,1775,,TRUE,TRUE,35247975360,TRUE,0.8800582779631535,ALSI,NULL,ALSI,MIDC,NULL,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,ATL,CA0494771029,Atlatsa Resources Corp,NULL,1779,Foreign,FALSE,FALSE,182959195.98,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Net MCAP < Index Median
2017-09-18 00:00:00.000,84,ATT,ZAE000177218,Attacq Limited,NULL,8633,,TRUE,TRUE,13591263974.78,TRUE,0.9424492046302432,ALSI,NULL,ALSI,MIDC,NULL,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,PCAP,,PCAP,SAPY,,SAPY,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,57,AVI,ZAE000049433,AVI Ltd,NULL,3577,,TRUE,TRUE,34687008976.32,TRUE,0.8861188461523055,ALSI,NULL,ALSI,MIDC,NULL,MIDC,"    ",RES,"    ","    ",RES,"    ",NULL,NULL,NULL,NULL,NULL,NULL,INDI,,INDI,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,15,AVL,ZAE000189049,Advanced Health Ltd,NULL,4533,,TRUE,TRUE,237127837.07,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,ALTI,NULL,ALTI,ALTI,NULL
2017-09-18 00:00:00.000,NULL,AVR,ZAE000211637,Avior Cap Market Hldg LD,,8777,,FALSE,TRUE,168227865,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,New Listing; Net MCAP < Index Median
2017-09-18 00:00:00.000,153,AVV,ZAE000227484,Alviva Holdings Ltd,NULL,9572,,TRUE,TRUE,3760879116.41,TRUE,0.9895604513744674,FLED,NULL,FLED,"    ",NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,109,AWA,ZAE000203105,Arrowhead Properties Ltd,NULL,8671,,TRUE,TRUE,9081763031.25,TRUE,0.9672469174371356,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,PCAP,,PCAP,SAPY,,SAPY,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,AWT,ZAE000013769,Awethu Breweries Ltd,NULL,3533,,TRUE,FALSE,2536707.27,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Suspended
2017-09-18 00:00:00.000,NULL,AXL,ZAE000221370,African Phoenix Inv Ltd,NULL,8575,,TRUE,FALSE,984633636.3,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,63,BAT,LU0011857645,Brait SE,NULL,8777,,TRUE,TRUE,30484422300.74,TRUE,0.9027979827268118,ALSI,NULL,ALSI,LRGC,LRGC DEL; MIDC ADD,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,225,BAU,ZAE000145686,Bauba Platinum Limited,NULL,1779,,TRUE,TRUE,223621946.91,TRUE,0.9999668144133304,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,71,BAW,ZAE000026639,Barloworld Ltd,NULL,2727,,TRUE,TRUE,25469936814.25,TRUE,0.922298971078407,ALSI,NULL,ALSI,MIDC,NULL,MIDC,"    ",,"    ","    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,"    ",RES,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,218,BCF,ZAE000030797,Bowler Metcalf Ltd,NULL,2723,,TRUE,TRUE,495197169.6,TRUE,0.9997684667042739,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,BDM,ZAE000167318,Buildmax Ltd,NULL,1771,,TRUE,FALSE,36260167.8,FALSE,0,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,198,BEL,ZAE000028304,Bell Equipment Ltd,NULL,2753,,TRUE,TRUE,1000722292.5,TRUE,0.998566757439878,FLED,NULL,FLED,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,BFS,ZAE000083655,Blue Financial Services,NULL,8773,,TRUE,FALSE,1069870534.07,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,Suspended
2017-09-18 00:00:00.000,17,BGA,ZAE000174124,Barclays Africa Grp Ltd,NULL,8355,,TRUE,TRUE,126899799139.51,TRUE,0.655038454264214,ALSI,NULL,ALSI,LRGC,NULL,LRGC,TOPI,,TOPI,DTOP,,DTOP,NULL,NULL,NULL,FINI,,FINI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,22,BID,ZAE000216537,BID Corporation Ltd,NULL,5337,,TRUE,TRUE,103304497296,TRUE,0.7051059617186138,ALSI,NULL,ALSI,LRGC,NULL,LRGC,TOPI,,TOPI,DTOP,,DTOP,NULL,NULL,NULL,NULL,NULL,NULL,INDI,,INDI,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,BIK,ZAE000101945,Brikor Ltd,NULL,2353,,TRUE,FALSE,58071782.79,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,"    ",NULL,"    ",ALTI,Suspended
2017-09-18 00:00:00.000,5,BIL,GB0000566504,BHP Billiton plc,NULL,1775,,TRUE,TRUE,488860137902.16,TRUE,0.4203440512210206,ALSI,NULL,ALSI,LRGC,NULL,LRGC,TOPI,,TOPI,DTOP,,DTOP,RESI,,RESI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,100,BLU,ZAE000109088,Blue Label Telecoms Ltd,NULL,6575,,TRUE,TRUE,11183359916.36,TRUE,0.9595571438232975,ALSI,NULL,ALSI,MIDC,NULL,MIDC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
2017-09-18 00:00:00.000,NULL,BNT,ZAE000013694,Bonatla Property Hldgs,NULL,8633,,TRUE,FALSE,35567138.46,FALSE,0,"    ",NULL,NULL,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,Suspended
2017-09-18 00:00:00.000,155,BRN,ZAE000015285,Brimstone Inv Corp Ltd-N,NULL,8985,,TRUE,TRUE,3105240024.9,TRUE,0.990151150652666,ALSI,NULL,ALSI,SMLC,NULL,SMLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"    ",,"    ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,ALSI,NULL
